license_plate;provider;acquisizione;brand;model;category;Car;Location;branch_office;active;bucket;Active;Date In; Canone imponibile ; Canone ivato ; Canone assicurazione ;Date Out
GM193FM;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2025-04-01; 570,00 € ; 695,40 € ; -   € ;nov-25
GM874VA;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2025-04-01; 570,00 € ; 695,40 € ; -   € ;nov-25
GN099SE;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Cassino;1;No;Inattiva;No;2025-04-01; 600,00 € ; 732,00 € ; -   € ;nov-25
GN640EJ;Vivarent;RENT;Volkswagen;Polo Aut;Economy Automatic (group C1);EDAR;Cassino;1;No;Inattiva;No;2023-04-30; 444,12 € ; 541,83 € ; -   € ;nov-25
GL664VN;Vivarent;RENT;Jeep;Compass or similar;Suv Automatic (group J1);FFAH;Cassino;1;No;Inattiva;No;2024-05-20; 800,00 € ; 976,00 € ; -   € ;nov-25
GM871VA;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Roma Termini;2;No;Inattiva;No;2025-04-01; 570,00 € ; 695,40 € ; -   € ;nov-25
GL663VN;Vivarent;RENT;Jeep;Compass or similar;Suv Automatic (group J1);FFAH;Cassino;1;No;Inattiva;No;2024-05-20; 800,00 € ; 976,00 € ; -   € ;nov-25
GL712VN;Vivarent;RENT;Jeep;Compass or similar;Suv Automatic (group J1);FFAH;Cassino;1;No;Inattiva;No;2024-05-20; 800,00 € ; 976,00 € ; -   € ;nov-25
GM856VA;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2025-04-01; 570,00 € ; 695,40 € ; -   € ;nov-25
GM859VA;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Roma Fiumicino;4;No;Inattiva;No;2025-04-05; 570,00 € ; 695,40 € ; -   € ;nov-25
GK579YX;Vivarent;RENT;Fiat;500c;Cabriolet (group X);NBMR;Cassino;1;No;Inattiva;No;2022-08-22; 388,84 € ; 474,38 € ; -   € ;nov-25
GK580YX;Vivarent;RENT;Fiat;500c;Cabriolet (group X);NBMR;Cassino;1;No;Inattiva;No;2022-08-22; 388,84 € ; 474,38 € ; -   € ;nov-25
GM831YE;Vivarent;RENT;Toyota;Aygo X;Mini Automatic (group A1);MDAR;Cassino;1;No;Inattiva;No;2023-06-13; 399,48 € ; 487,37 € ; -   € ;nov-25
GZ449LW;Vivarent;RENT;Hyundai;Staria;Van 9 Seats Automatic (group M1);OVAR;Roma Fiumicino;4;No;Inattiva;No;2024-05-17; 919,89 € ; 1.122,27 € ; -   € ;nov-25
GM004YF;Vivarent;RENT;Toyota;Aygo X;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2023-05-15; 355,00 € ; 433,10 € ; -   € ;nov-25
GM817YE;Vivarent;RENT;Toyota;Aygo X;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2023-04-15; 355,00 € ; 433,10 € ; -   € ;nov-25
GM818YE;Vivarent;RENT;Toyota;Aygo X;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2023-04-15; 355,00 € ; 433,10 € ; -   € ;nov-25
GM821YE;Vivarent;RENT;Toyota;Aygo X;Mini Automatic (group A1);MDAR;Cassino;1;No;Inattiva;No;2023-07-06; 399,48 € ; 487,37 € ; -   € ;nov-25
GM819YE;Vivarent;RENT;Toyota;Aygo X;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2023-05-15; 355,00 € ; 433,10 € ; -   € ;nov-25
GM820YE;Vivarent;RENT;Toyota;Aygo X;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2023-04-15; 355,00 € ; 433,10 € ; -   € ;nov-25
GM706DA;Vivarent;RENT;Citroen;C3 Aircross;Large Automatic (group D1);IDAR;Trapani Porto;10;No;Inattiva;No;2023-11-22; 478,00 € ; 583,16 € ; -   € ;nov-25
GM822YE;Vivarent;RENT;Toyota;Aygo X;Mini Automatic (group A1);MDAR;Cassino;1;No;Inattiva;No;2023-06-13; 399,48 € ; 487,37 € ; -   € ;nov-25
FV903WK;Vivarent;LEASING;Citroen;Spacetourer;Van 9 Seats (group M);OVMR;Cassino;1;No;Inattiva;No;2023-07-05; 427,87 € ; 522,00 € ; 128,00 € ;nov-25
GK050CG;Vivarent;PROPRIETÀ;DR;5.0 Aut;Large Automatic (group D1);SDAR;Napoli Capodichino;7;No;Inattiva;No;2022-08-12; 1,00 € ; -   € ; 134,39 € ;nov-25
GP651HR;Vivarent;PROPRIETÀ;Renault;Twingo;Mini (group A);MCMR;Napoli Capodichino;7;No;Inattiva;No;2023-07-01; 1,00 € ; -   € ; 113,36 € ;nov-25
GP652HR;Vivarent;PROPRIETÀ;Renault;Twingo;Mini (group A);MCMR;Napoli Capodichino;7;No;Inattiva;No;2023-07-01; 1,00 € ; -   € ; 113,36 € ;nov-25
GN732ZZ;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Cassino;1;No;Inattiva;No;2023-05-30; 485,64 € ; 592,48 € ; -   € ;nov-25
GK200HF;Vivarent;RENT;Fiat;Fiorino;Furgone Mini (gruppo K);MKMR;Cassino;1;No;Inattiva;No;2022-06-07; 438,09 € ; 534,47 € ; -   € ;dic-25
GK913HF;Vivarent;RENT;Fiat;Fiorino;Furgone Mini (gruppo K);MKMR;Cassino NLT;15;No;Inattiva;No;2022-06-07; 438,12 € ; 534,51 € ; -   € ;dic-25
GK935HF;Vivarent;RENT;Fiat;Fiorino;Furgone Mini (gruppo K);MKMR;Cassino;1;No;Inattiva;No;2022-06-07; 438,09 € ; 534,47 € ; -   € ;dic-25
GL422WT;Vivarent;RENT;Peugeot;Boxer L1H1;Furgone L1H1 (group K1);MKMR;Cassino;1;Yes;In Service;Yes;2022-10-01; 696,42 € ; 849,63 € ; -   € ;dic-25
GL423WT;Vivarent;RENT;Peugeot;Boxer L1H1;Furgone L1H1 (group K1);MKMR;Valle di Comino;6;Yes;In Service;Yes;2022-10-01; 696,42 € ; 849,63 € ; -   € ;dic-25
GL424WT;Vivarent;RENT;Peugeot;Boxer L1H1;Furgone L1H1 (group K1);MKMR;Cassino;1;No;Inattiva;No;2022-10-01; 696,42 € ; 849,63 € ; -   € ;dic-25
GL425WT;Vivarent;RENT;Peugeot;Boxer L1H1;Furgone L1H1 (group K1);MKMR;Cassino;1;Yes;Inattiva;No;2022-10-01; 696,42 € ; 849,63 € ; -   € ;dic-25
GL426WT;Vivarent;RENT;Peugeot;Boxer L1H1;Furgone L1H1 (group K1);MKMR;Cassino;1;Yes;Inattiva;No;2022-10-01; 696,42 € ; 849,63 € ; -   € ;dic-25
GL427WT;Vivarent;RENT;Peugeot;Boxer L1H1;Furgone L1H1 (group K1);MKMR;Cassino;1;Yes;Inattiva;No;2022-10-01; 696,42 € ; 849,63 € ; -   € ;dic-25
GL428WT;Vivarent;RENT;Peugeot;Boxer L1H1;Furgone L1H1 (group K1);MKMR;Cassino;1;Yes;Inattiva;No;2022-10-01; 696,42 € ; 849,63 € ; -   € ;dic-25
GL429WT;Vivarent;RENT;Peugeot;Boxer L1H1;Furgone L1H1 (group K1);MKMR;Trapani Porto;10;Yes;Disponibile;Yes;2022-10-01; 696,42 € ; 849,63 € ; -   € ;dic-25
GN710GT;Vivarent;RENT;Fiat;Doblo;Furgone Mini (gruppo K);MKMR;Cassino;1;No;Inattiva;No;2023-05-26; 587,21 € ; 716,40 € ; -   € ;dic-25
GN715GT;Vivarent;RENT;Fiat;Doblo;Furgone Mini (gruppo K);MKMR;Cassino;1;No;Inattiva;No;2023-05-26; 587,21 € ; 716,40 € ; -   € ;dic-25
GM191FM;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2025-04-01; 570,00 € ; 695,40 € ; -   € ;dic-25
GY134NL;Vivarent;RENT;Volkswagen;Volkswagen Polo;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2025-04-01; 570,00 € ; 695,40 € ; -   € ;dic-25
GM825YE;Vivarent;RENT;Toyota;Aygo X;Mini Automatic (group A1);MDAR;Cassino;1;No;Inattiva;No;2023-07-18; 399,48 € ; 487,37 € ; -   € ;dic-25
GM827YE;Vivarent;RENT;Toyota;Aygo X;Mini Automatic (group A1);MDAR;Cassino;1;No;Inattiva;No;2023-07-18; 399,48 € ; 487,37 € ; -   € ;dic-25
GK053CG;Vivarent;PROPRIETÀ;DR;5.0 Aut;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2022-08-12; 1,00 € ; -   € ; 134,39 € ;dic-25
GL218GR;Vivarent;RENT;Peugeot;2008;Large (group D);SDMR;Napoli Capodichino;7;No;Inattiva;No;2022-11-07; 520,23 € ; 634,68 € ; -   € ;dic-25
GL221GR;Vivarent;RENT;Peugeot;2008;Large (group D);SDMR;Cassino;1;No;Inattiva;No;2022-11-07; 776,25 € ; 947,03 € ; -   € ;dic-25
GM691JH;Vivarent;PROPRIETÀ;Evo;3 or similar;Economy (group C);EDMR;Valle di Comino;6;No;Inattiva;No;2023-03-01; 1,00 € ; -   € ; 113,19 € ;dic-25
GN398ZZ;Vivarent;RENT;Volkswagen;Golf Aut;Large Automatic (group D1);CDAR;Cassino;1;No;Inattiva;No;2023-05-30; 485,29 € ; 592,05 € ; -   € ;dic-25
GN438HE;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Roma Fiumicino;4;No;Inattiva;No;2024-02-07; 265,68 € ; 324,13 € ; -   € ;dic-25
GN439HE;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Roma Fiumicino;4;No;Inattiva;No;2023-04-19; 343,68 € ; 419,29 € ; -   € ;dic-25
GN444HE;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Trapani Porto;10;No;Inattiva;No;2023-04-26; 343,68 € ; 419,29 € ; -   € ;dic-25
GN450HE;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Roma Fiumicino;4;No;Inattiva;No;2023-04-26; 343,68 € ; 419,29 € ; -   € ;dic-25
GN926SE;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Trapani Porto;10;No;Inattiva;No;2023-04-19; 343,68 € ; 419,29 € ; -   € ;dic-25
GP909AZ;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Trapani Porto;10;No;Inattiva;No;2023-07-18; 343,68 € ; 419,29 € ; -   € ;dic-25
GN437HE;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Napoli Capodichino;7;No;Inattiva;No;2023-04-19; 343,68 € ; 419,29 € ; -   € ;dic-25
GN890HF;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Napoli Capodichino;7;No;Inattiva;No;2023-04-19; 343,68 € ; 419,29 € ; -   € ;dic-25
GP768BH;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Napoli Capodichino;7;No;Inattiva;No;2023-07-18; 343,68 € ; 419,29 € ; -   € ;dic-25
GN027SE;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2024-02-05; 265,68 € ; 324,13 € ; -   € ;dic-25
GN404LW;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2024-02-16; 265,68 € ; 324,13 € ; -   € ;dic-25
GN918SE;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-05-15; 343,68 € ; 419,29 € ; -   € ;dic-25
GN920SE;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-04-19; 343,68 € ; 419,29 € ; -   € ;dic-25
GN925SE;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-06-20; 343,68 € ; 419,29 € ; -   € ;dic-25
GN887LG;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Brindisi;11;No;Inattiva;No;2023-04-19; 343,68 € ; 419,29 € ; -   € ;dic-25
GN891HF;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Brindisi;11;No;Inattiva;No;2023-04-19; 343,68 € ; 419,29 € ; -   € ;dic-25
GP098AY;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Brindisi;11;No;Inattiva;No;2023-07-17; 343,68 € ; 419,29 € ; -   € ;dic-25
GK198CC;Vivarent;PROPRIETÀ;DR;5.0 Aut;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2022-08-12; 1,00 € ; -   € ; 134,39 € ;dic-25
GK199CC;Vivarent;PROPRIETÀ;DR;5.0 Aut;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2022-08-12; 1,00 € ; -   € ; 134,39 € ;dic-25
GP648HR;Vivarent;PROPRIETÀ;Renault;Twingo;Mini (group A);MCMR;Cassino;1;No;Inattiva;No;2023-07-01; 1,00 € ; -   € ; 113,36 € ;dic-25
GP654HR;Vivarent;PROPRIETÀ;Renault;Twingo;Mini (group A);MCMR;Napoli Capodichino;7;No;Inattiva;No;2023-07-01; 1,00 € ; -   € ; 113,36 € ;dic-25
FK085NB;Vivarent;PROPRIETÀ;Fiat;FIAT QUBO;Large (group D);DDCD;Cassino;1;No;Inattiva;No;2025-03-31; 1,00 € ; -   € ; 128,00 € ;dic-25
GK195CC;Vivarent;PROPRIETÀ;DR;5.0 Aut;Large Automatic (group D1);SDAR;Cassino;1;No;Inattiva;No;2022-08-12; 1,00 € ; -   € ; 134,39 € ;dic-25
GM687JH;Vivarent;PROPRIETÀ;Evo;3 or similar;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2023-03-01; 1,00 € ; -   € ; 113,19 € ;dic-25
GM688JH;Vivarent;PROPRIETÀ;Evo;3 or similar;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2023-03-01; 1,00 € ; -   € ; 113,19 € ;dic-25
GN251MT;Vivarent;PROPRIETÀ;Fiat;Tipo SW;Station Wagon Automatic (group S1);IWAR;Cassino;1;No;Inattiva;No;2023-08-09; 1,00 € ; -   € ; 136,74 € ;dic-25
GN442HE;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2024-02-15; 265,68 € ; 324,13 € ; -   € ;dic-25
GN447HE;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-04-26; 343,68 € ; 419,29 € ; -   € ;dic-25
GP095AY;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-07-17; 343,68 € ; 419,29 € ; -   € ;dic-25
GP416RB;Vivarent;PROPRIETÀ;Fiat;Panda;Small (group B);MDMR;Cassino;1;No;Inattiva;No;2023-11-04; 1,00 € ; -   € ; 114,67 € ;dic-25
CV821DD;Networkworldtravel;INVESTOR;Smart;Smart ForTwo Cabrio;Cabriolet (group X2);MTAR;Sorrento;9;No;Inattiva;No;2025-06-28; 1,00 € ; -   € ; -   € ;dic-25
EJ336TD;Networkworldtravel;INVESTOR;Fiat;500;Mini (group A);MCMR;Roma Fiumicino;4;No;Inattiva;No;2025-08-10; 1,00 € ; -   € ; -   € ;dic-25
EN533AD;Networkworldtravel;INVESTOR;Mercedes Benz;Classe B;Large (group D);SDMR;Sorrento;9;No;Inattiva;No;2025-05-01; 0 ; 0 ; 0 ;dic-25
EN722SS;Networkworldtravel;INVESTOR;Smart;Fortwo;Mini (group A);MBAR;Sorrento;9;No;Inattiva;No;2025-06-30; 1,00 € ; -   € ; -   € ;dic-25
EZ416AX;Networkworldtravel;INVESTOR;Audi;A3 Cabriolet;Cabriolet (group X1);XTAR;Sorrento;9;No;Inattiva;No;2025-10-01; 0 ; 0 ; 0 ;dic-25
EZ498LT;Networkworldtravel;INVESTOR;Fiat;500L;Large (group D);CDMR;Sorrento;9;No;Inattiva;No;2025-06-26; 1,00 € ; -   € ; -   € ;dic-25
FC318NX;Networkworldtravel;INVESTOR;Fiat;500;Mini (group A);MCMR;Sorrento;9;No;Inattiva;No;2025-06-19; 1,00 € ; -   € ; -   € ;dic-25
GK197CC;Vivarent;PROPRIETÀ;DR;5.0 Aut;Large Automatic (group D1);SDAR;Cassino NLT;15;No;Inattiva;No;2022-08-12; 1,00 € ; -   € ; 134,39 € ;gen-26
GC626SR;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;Yes;Disponibile;Yes;2024-11-01; 1,00 € ; -   € ; -   € ;dic-25
GF566YK;Networkworldtravel;INVESTOR;Opel;Corsa;Economy (group C);EDMR;Sorrento;9;No;Inattiva;No;2025-05-01; 1,00 € ; -   € ; -   € ;dic-25
GG531XG;Networkworldtravel;INVESTOR;Fiat;500;Mini (group A);MCMR;Sorrento;9;No;Inattiva;No;2025-05-01; 1,00 € ; -   € ; -   € ;dic-25
GM690JH;Vivarent;PROPRIETÀ;Evo;3 or similar;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2023-03-01; 1,00 € ; -   € ; 113,19 € ;gen-26
GH610VL;WayCar;INVESTOR;Fiat;Panda;Small (group B);MDMR;Trapani Aeroporto;13;No;Inattiva;No;2025-08-20; 1,00 € ; -   € ; -   € ;dic-25
GH611VL;WayCar;INVESTOR;Fiat;Panda;Small (group B);MDMR;Trapani Aeroporto;13;No;Inattiva;No;2025-08-01; 1,00 € ; -   € ; -   € ;dic-25
GN839JD;Vivarent;PROPRIETÀ;Dacia;Sandero;Economy (group C);EDMR;Cassino NLT;15;No;Inattiva;No;2023-04-15; 1,00 € ; -   € ; 112,99 € ;gen-26
GP769BH;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino NLT;15;No;Inattiva;No;2023-07-18; 343,68 € ; 419,29 € ; -   € ;gen-26
GM694JH;Vivarent;PROPRIETÀ;Evo;3 or similar;Economy (group C);EDMR;Cassino;1;No;Inattiva;No;2023-03-01; 1,00 € ; -   € ; 113,19 € ;gen-26
GX302BV;Davide Papa - Eco Liri;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;Inattiva;No;2025-07-31; 1,00 € ; -   € ; 58,06 € ;gen-26
GT317VX;Davide Papa - Eco Liri;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;Inattiva;No;2025-07-04; 1,00 € ; -   € ; 56,77 € ;gen-26
GT326VX;Davide Papa - Eco Liri;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;Inattiva;No;2025-07-22; 1,00 € ; -   € ; 58,06 € ;gen-26
GT329VX;Davide Papa - Eco Liri;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;Inattiva;No;2025-07-04; 1,00 € ; -   € ; 56,77 € ;gen-26
GN400EY;Vivarent;RENT;Peugeot;3008;Suv Automatic (group J1);FFAR;Roma Fiumicino;4;Yes;In Service;Yes;2023-07-07; 609,36 € ; 743,42 € ; -   € ;feb-26
GN033SE;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino;1;Yes;In Service;Yes;2024-02-15; 265,68 € ; 324,13 € ; -   € ;feb-26
GN071WP;Vivarent;RENT;Fiat;500;Mini (group A);MCMR;Firenze;5;Yes;Inattiva;No;2023-10-11; 382,64 € ; 466,82 € ; -   € ;mar-26
GN223KZ;Vivarent;RENT;Citroen;Jumper L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;Yes;Inattiva;No;2023-09-01; 659,44 € ; 804,52 € ; -   € ;mar-26
GN274WP;Vivarent;RENT;Fiat;500;Mini (group A);MCMR;Cassino;1;Yes;Inattiva;No;2023-10-11; 382,64 € ; 466,82 € ; -   € ;mar-26
GR580MD;Vivarent;RENT;Toyota;Proace;Van 8 Seats Automatic (group M2);IVAR;Roma Fiumicino;4;Yes;Disponibile;Yes;2023-08-01; 813,62 € ; 992,62 € ; -   € ;mar-26
GN496WM;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Trapani Porto;10;Yes;A Noleggio;Yes;2022-10-01; 735,75 € ; 897,62 € ; -   € ;apr-26
GN497WM;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;Yes;In Service;Yes;2022-10-01; 735,75 € ; 897,62 € ; -   € ;apr-26
GN498WM;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;Yes;A Noleggio;Yes;2022-10-01; 735,75 € ; 897,62 € ; -   € ;apr-26
GL952MA;WayCar;INVESTOR;DR;DR 4;Large (group D);SDMR;Trapani Porto;10;No;Inattiva;No;2025-07-15; 1,00 € ; -   € ; -   € ;dic-25
GM389HP;WayCar;INVESTOR;Lancia;Ypsilon;Small (group B);MDMR;Trapani Porto;10;Yes;Inattiva;No;2025-07-21; 1,00 € ; -   € ; -   € ;dic-25
GM391HP;WayCar;INVESTOR;Lancia;Ypsilon;Small (group B);MDMR;Trapani Aeroporto;13;Yes;Inattiva;No;2025-08-01; 1,00 € ; -   € ; -   € ;dic-25
GN499WM;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;Yes;Disponibile;Yes;2022-10-01; 735,75 € ; 897,62 € ; -   € ;apr-26
GN500WM;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Cassino;1;Yes;In Service;Yes;2022-10-01; 735,75 € ; 897,62 € ; -   € ;apr-26
GN501WM;Vivarent;RENT;Peugeot;Boxer L2H2;Furgone L2H2 (group K2);IKMR;Valle di Comino;6;Yes;Disponibile;Yes;2022-10-01; 735,75 € ; 897,62 € ; -   € ;apr-26
GN165CX;WayCar;INVESTOR;DR;DR 4;Large (group D);SDMR;Trapani Aeroporto;13;No;Inattiva;No;2025-07-18; 1,00 € ; -   € ; -   € ;dic-25
GN197MS;Davide Papa - Eco Liri;INVESTOR;Volkswagen;Transporter;Van 9 Seats (group M);OVMR;Cassino;1;No;Inattiva;No;2025-06-26; 1,00 € ; -   € ; -   € ;ago-25
GN222CX;WayCar;INVESTOR;DR;DR 4;Large (group D);SDMR;Trapani Aeroporto;13;Yes;Inattiva;No;2025-08-01; 1,00 € ; -   € ; -   € ;dic-25
GN889HF;Vivarent;RENT;Lancia;Ypsilon;Small (group B);MDMR;Cassino NLT;15;Yes;Inattiva;No;2023-04-19; 343,68 € ; 419,29 € ; -   € ;apr-26
GN796WN;Vivarent;RENT;Peugeot;3008;Suv Automatic (group J1);FFAR;Roma Fiumicino;4;Yes;Disponibile;Yes;2024-07-20; 609,36 € ; 743,42 € ; -   € ;mag-26
GS058JF;Vivarent;RENT;Peugeot;2008 Aut;Large Automatic (group D1);SDAR;Cassino;1;Yes;A Noleggio;Yes;2024-04-29; 411,33 € ; 501,82 € ; -   € ;mag-26
