license_plate;provider;acquisizione;brand;model;category;Car;Location;branch_office;active;bucket;Active;Date In; Canone imponibile ; Canone ivato ; Canone assicurazione ;Date Out
HA778VY;Enilive;INVESTOR;Renault;Clio;Economy Automatic (group C1);EDAH;Cassino;1;Yes;Disponibile;Yes;2025-12-22; 0 ; 0 ; 0 ;dic-26
HA785VY;Enilive;INVESTOR;Renault;Clio;Economy Automatic (group C1);EDAH;Firenze;5;Yes;Disponibile;Yes;2025-12-10; 0 ; 0 ; 0 ;dic-26
HA788VY;Enilive;INVESTOR;Renault;Clio;Economy Automatic (group C1);EDAH;Napoli Stazione;8;Yes;A Noleggio;Yes;2025-12-20; 0 ; 0 ; 0 ;dic-26
HA789VY;Enilive;INVESTOR;Renault;Clio;Economy Automatic (group C1);EDAH;Napoli Capodichino;7;Yes;A Noleggio;Yes;2025-12-05; 0 ; 0 ; 0 ;dic-26
HA790VY;Enilive;INVESTOR;Renault;Clio;Economy Automatic (group C1);EDAH;Cassino;1;No;Inattiva;No;2025-12-30; 0 ; 0 ; 0 ;dic-25
HA791VY;Enilive;INVESTOR;Renault;Clio;Economy Automatic (group C1);EDAH;Cassino;1;No;Inattiva;No;2025-12-30; 0 ; 0 ; 0 ;dic-25
HA796VY;Enilive;INVESTOR;Renault;Clio;Economy Automatic (group C1);EDAH;Roma Termini;2;Yes;A Noleggio;Yes;2025-12-05; 0 ; 0 ; 0 ;dic-26
HA799VY;Enilive;INVESTOR;Renault;Clio;Economy Automatic (group C1);EDAH;Napoli Stazione;8;Yes;A Noleggio;Yes;2025-12-20; 0 ; 0 ; 0 ;dic-26
HA800VY;Enilive;INVESTOR;Renault;Clio;Economy Automatic (group C1);EDAH;Cassino;1;No;Inattiva;No;2025-12-30; 0 ; 0 ; 0 ;dic-25
HA904FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Roma Fiumicino;4;Yes;Disponibile;Yes;2025-12-23; 0 ; 0 ; 0 ;dic-26
HA905FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Napoli Stazione;8;Yes;A Noleggio;Yes;2025-12-22; 0 ; 0 ; 0 ;dic-26
HA906FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;A Noleggio;Yes;2026-01-13; 0 ; 0 ; 0 ;dic-26
HA908FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;A Noleggio;Yes;2025-12-24; 0 ; 0 ; 0 ;dic-26
HA910FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Roma Fiumicino;4;Yes;Disponibile;Yes;2025-12-22; 0 ; 0 ; 0 ;dic-26
HA911FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Roma Fiumicino;4;Yes;Disponibile;Yes;2025-12-22; 0 ; 0 ; 0 ;dic-26
HA914FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;Disponibile;Yes;2025-12-23; 0 ; 0 ; 0 ;dic-26
HA915FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Roma Fiumicino;4;Yes;Disponibile;Yes;2025-12-22; 0 ; 0 ; 0 ;dic-26
HA916FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Napoli Capodichino;7;Yes;Disponibile;Yes;2025-12-23; 0 ; 0 ; 0 ;dic-26
HA917FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Roma Fiumicino;4;Yes;Disponibile;Yes;2025-12-23; 0 ; 0 ; 0 ;dic-26
HA918FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;A Noleggio;Yes;2025-12-23; 0 ; 0 ; 0 ;dic-26
HA924FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;A Noleggio;Yes;2025-12-22; 0 ; 0 ; 0 ;dic-26
HA926FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;A Noleggio;Yes;2025-12-23; 0 ; 0 ; 0 ;dic-26
HA927FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Roma Termini;2;Yes;A Noleggio;Yes;2025-12-23; 0 ; 0 ; 0 ;dic-26
HA928FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;A Noleggio;Yes;2025-12-23; 0 ; 0 ; 0 ;dic-26
HA929FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Roma Fiumicino;4;Yes;Disponibile;Yes;2025-12-23; 0 ; 0 ; 0 ;dic-26
HA931FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;A Noleggio;Yes;2025-12-24; 0 ; 0 ; 0 ;dic-26
HA932FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Roma Fiumicino;4;Yes;A Noleggio;Yes;2025-12-22; 0 ; 0 ; 0 ;dic-26
HA933FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;Disponibile;Yes;2025-12-23; 0 ; 0 ; 0 ;dic-26
HA934FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Roma Fiumicino;4;Yes;Disponibile;Yes;2025-12-23; 0 ; 0 ; 0 ;dic-26
HA939FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;Disponibile;Yes;2025-12-24; 0 ; 0 ; 0 ;dic-26
HA940FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino NLT;15;Yes;A Noleggio;Yes;2025-12-23; 0 ; 0 ; 0 ;dic-26
HA941FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Roma Fiumicino;4;Yes;A Noleggio;Yes;2025-12-22; 0 ; 0 ; 0 ;dic-26
HA944FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Roma Fiumicino;4;Yes;Disponibile;Yes;2026-01-21; 0 ; 0 ; 0 ;dic-26
HA945FS;Enilive;INVESTOR;Fiat;Panda;Small (group B);MDMR;Cassino;1;Yes;Disponibile;Yes;2025-12-23; 0 ; 0 ; 0 ;dic-26
GR823CT;Vivarent;LEASING;Peugeot;Boxer L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;Yes;A Noleggio;Yes;2023-09-01; 601,02 € ; 733,24 € ; -   € ;gen-27
GY821HY;Vivarent;RENT;Toyota;Toyota CHR;Large Automatic (group D1);IDAR;Roma Fiumicino;4;Yes;A Noleggio;Yes;2025-03-20; 409,40 € ; 499,47 € ; -   € ;mar-27
GY834HY;Vivarent;RENT;Toyota;Toyota CHR;Large Automatic (group D1);IDAR;Napoli Capodichino;7;Yes;A Noleggio;Yes;2025-03-20; 409,40 € ; 499,47 € ; -   € ;mar-27
GT222PS;Vivarent;LEASING;Toyota;Aygo X;Mini (group A);MCMR;Cassino NLT;15;Yes;A Noleggio;Yes;2025-03-29; 178,80 € ; 218,14 € ; 116,09 € ;mar-27
GT266PS;Vivarent;LEASING;Toyota;Aygo X;Mini (group A);MCMR;Cassino;1;Yes;Inattiva;No;2025-03-29; 178,80 € ; 218,14 € ; 116,09 € ;mar-27
GT329PS;Vivarent;LEASING;Toyota;Aygo X;Mini (group A);MCMR;Brindisi;11;Yes;In Service;Yes;2025-03-29; 178,80 € ; 218,14 € ; 116,09 € ;mar-27
GT395PS;Vivarent;LEASING;Toyota;Aygo X;Mini (group A);MCMR;Cassino;1;Yes;Inattiva;No;2025-03-29; 178,80 € ; 218,14 € ; 116,09 € ;mar-27
GS011CV;Vivarent;LEASING;Renault;Traffic;Van 9 Seats (group M);OVMR;Roma Fiumicino;4;Yes;Disponibile;Yes;2024-04-02; 386,40 € ; 471,41 € ; -   € ;mar-27
GT022PS;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Brindisi;11;Yes;Inattiva;No;2025-03-29; 219,69 € ; 268,02 € ; 120,65 € ;apr-27
GT078PS;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Cassino;1;Yes;Inattiva;No;2025-04-01; 219,69 € ; 268,02 € ; 120,65 € ;apr-27
GT169PS;Vivarent;LEASING;Toyota;Aygo X;Mini (group A);MCMR;Napoli Capodichino;7;Yes;In Service;No;2025-04-01; 178,80 € ; 218,14 € ; 116,09 € ;apr-27
GT191PS;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Roma Termini;2;Yes;In Service;Yes;2025-04-01; 219,69 € ; 268,02 € ; 120,65 € ;apr-27
GT194PS;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Roma Fiumicino;4;Yes;In Service;Yes;2025-03-29; 219,69 € ; 268,02 € ; 120,65 € ;apr-27
GT216PS;Vivarent;LEASING;Toyota;Aygo X;Mini (group A);MCMR;Napoli Capodichino;7;Yes;In Service;No;2025-04-01; 178,80 € ; 218,14 € ; 116,09 € ;apr-27
GT226PS;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Napoli Capodichino;7;Yes;In Service;Yes;2025-04-01; 219,69 € ; 268,02 € ; 120,65 € ;apr-27
GT243PS;Vivarent;LEASING;Toyota;Aygo X;Mini (group A);MCMR;Brindisi;11;Yes;In Service;No;2025-04-01; 178,80 € ; 218,14 € ; 116,09 € ;apr-27
GT279PS;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Roma Fiumicino;4;Yes;In Service;Yes;2025-04-01; 219,69 € ; 268,02 € ; 120,65 € ;apr-27
GT286PS;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Napoli Capodichino;7;Yes;In Service;Yes;2025-02-20; 219,69 € ; 268,02 € ; 120,65 € ;apr-27
GT303PS;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Roma Fiumicino;4;Yes;In Service;Yes;2025-03-29; 219,69 € ; 268,02 € ; 116,09 € ;apr-27
GT356PS;Vivarent;LEASING;Toyota;Aygo X;Mini (group A);MCMR;Firenze;5;Yes;Inattiva;No;2025-04-01; 178,80 € ; 218,14 € ; 116,09 € ;apr-27
GT398PS;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Roma Fiumicino;4;Yes;In Service;Yes;2025-03-29; 219,69 € ; 268,02 € ; 120,65 € ;apr-27
GT408PS;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Roma Termini;2;Yes;Inattiva;No;2025-04-01; 219,69 € ; 268,02 € ; 120,65 € ;apr-27
GT410PS;Vivarent;LEASING;Toyota;Aygo X;Mini (group A);MCMR;Cassino;1;Yes;Inattiva;No;2025-04-01; 178,80 € ; 218,14 € ; 116,09 € ;apr-27
GT421PS;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Roma Fiumicino;4;Yes;In Service;Yes;2025-04-01; 219,69 € ; 268,02 € ; 120,65 € ;apr-27
GT465PS;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Firenze;5;Yes;Inattiva;No;2025-04-01; 219,69 € ; 268,02 € ; 120,65 € ;apr-27
GT485PS;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Roma Fiumicino;4;Yes;In Service;Yes;2025-04-01; 219,69 € ; 268,02 € ; 120,65 € ;apr-27
GT672PZ;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Cassino;1;Yes;In Service;Yes;2025-04-01; 219,69 € ; 268,02 € ; 120,65 € ;apr-27
GT679PZ;Vivarent;LEASING;Toyota;Yaris;Economy Automatic (group C1);EDAR;Napoli Capodichino;7;Yes;In Service;Yes;2025-03-01; 219,69 € ; 268,02 € ; 120,65 € ;apr-27
GT681PZ;Vivarent;LEASING;Toyota;Aygo X;Mini (group A);MCMR;Brindisi;11;Yes;In Service;Yes;2025-04-01; 178,80 € ; 218,14 € ; 116,09 € ;apr-27
HA235PW;Vivarent;RENT;Volkswagen;Tiguan;Suv Automatic (group J1);FFAR;Cassino;1;Yes;Disponibile;Yes;2025-10-28; 0 ; 0 ; 0 ;ott-27
HA891SZ;Vivarent;RENT;Volkswagen;Tiguan;Suv Automatic (group J1);FFAR;Cassino;1;Yes;A Noleggio;Yes;2025-10-28; 542,00 € ; 661,24 € ; -   € ;ott-27
GR698CT;Vivarent;LEASING;Peugeot;Boxer L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;Yes;In Service;Yes;2023-09-01; 601,02 € ; 733,24 € ; -   € ;ott-27
GR656CT;Vivarent;LEASING;Peugeot;Boxer L3H2;Furgone L3H2 (group K3);FKMR;Valle di Comino;6;Yes;Disponibile;Yes;2023-09-01; 601,02 € ; 733,24 € ; -   € ;nov-27
GR665CT;Vivarent;LEASING;Peugeot;Boxer L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;Yes;Disponibile;Yes;2023-09-01; 601,02 € ; 733,24 € ; -   € ;nov-27
GR773DX;Vivarent;LEASING;Peugeot;Expert L1H1;Furgone L1H1 (group K1);MKMR;Cassino NLT;15;Yes;A Noleggio;Yes;2025-01-01; 508,75 € ; 620,68 € ; -   € ;nov-27
GR875CT;Vivarent;LEASING;Peugeot;Expert L1H1;Furgone L1H1 (group K1);MKMR;Cassino NLT;15;Yes;A Noleggio;Yes;2025-01-01; 508,75 € ; 620,68 € ; -   € ;nov-27
GR939CT;Vivarent;LEASING;Peugeot;Expert L1H1;Furgone L1H1 (group K1);MKMR;Roma Fiumicino;4;Yes;Disponibile;Yes;2025-01-01; 508,75 € ; 620,68 € ; -   € ;nov-27
GR829DX;Vivarent;LEASING;Peugeot;Expert L1H1;Furgone L1H1 (group K1);MKMR;Cassino NLT;15;Yes;A Noleggio;Yes;2025-01-01; 508,75 € ; 620,68 € ; -   € ;nov-27
HB842PP;Vivarent;RENT;Volkswagen;Tiguan;Suv Automatic (group J1);FFAR;Roma Termini;2;Yes;A Noleggio;Yes;2025-12-01; 0 ; 0 ; 0 ;dic-27
HA218LR;Vivarent;RENT;Maxus;Deliver 9 Bus;Van 9 Seats (group M);OVMR;Cassino;1;Yes;Disponibile;Yes;2025-07-22; 1.710,00 € ; 2.086,20 € ; -   € ;ago-28
HA892JN;Vivarent;RENT;Maxus;Deliver9 L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;Yes;A Noleggio;Yes;2025-09-30; 1.200,00 € ; 1.464,00 € ; -   € ;ago-28
HA893JN;Vivarent;RENT;Maxus;Deliver9 L3H2;Furgone L3H2 (group K3);FKMR;Cassino NLT;15;Yes;A Noleggio;Yes;2025-09-23; 1.200,00 € ; 1.464,00 € ; -   € ;ago-28
HA894JN;Vivarent;RENT;Maxus;Deliver9 L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;Yes;A Noleggio;Yes;2025-09-23; 1.200,00 € ; 1.464,00 € ; -   € ;ago-28
HA895JN;Vivarent;RENT;Maxus;Deliver9 L3H2;Furgone L3H2 (group K3);FKMR;Cassino NLT;15;Yes;A Noleggio;Yes;2025-09-01; 1.200,00 € ; 1.464,00 € ; -   € ;ago-28
HA896JN;Vivarent;RENT;Maxus;Deliver9 L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;Yes;In Service;Yes;2025-09-30; 1.200,00 € ; 1.464,00 € ; -   € ;ago-28
HA897JN;Vivarent;RENT;Maxus;Deliver9 L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;Yes;Disponibile;Yes;2025-09-01; 1.200,00 € ; 1.464,00 € ; -   € ;ago-28
HA898JN;Vivarent;RENT;Maxus;Deliver9 L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;Yes;In Service;Yes;2025-09-30; 1.220,00 € ; 1.488,40 € ; -   € ;ago-28
HA899JN;Vivarent;RENT;Maxus;Deliver9 L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;Yes;Disponibile;Yes;2025-09-01; 1.330,00 € ; 1.622,60 € ; -   € ;ago-28
HA900JN;Vivarent;RENT;Maxus;Deliver9 L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;Yes;Disponibile;Yes;2025-09-01; 1.330,00 € ; 1.622,60 € ; -   € ;ago-28
HA910JN;Vivarent;RENT;Maxus;Deliver9 L3H2;Furgone L3H2 (group K3);FKMR;Cassino;1;Yes;Disponibile;Yes;2025-10-10; 1.220,00 € ; 1.488,40 € ; -   € ;ago-28
HA911JN;Vivarent;RENT;Maxus;Deliver9 L3H2;Furgone L3H2 (group K3);FKMR;Cassino NLT;15;Yes;A Noleggio;Yes;2025-09-23; 1.200,00 € ; 1.464,00 € ; -   € ;ago-28
GR982BD;Vivarent;LEASING;Renault;Traffic;Van 9 Seats (group M);OVMR;Firenze;5;Yes;Disponibile;Yes;2023-09-26; 1,00 € ; -   € ; 128,00 € ;gen-30
GF759SZ;Vivarent;PROPRIETÀ;Maxus;Delivery E3 L1H1;Furgone L1H1 (group K1);XKAE;Cassino;1;Yes;Disponibile;Yes;2025-01-01; 1,00 € ; -   € ; 128,00 € ;dic-30
GF969TB;Vivarent;PROPRIETÀ;Maxus;Delivery E9 L2H2;Furgone L2H2 (group K2);XKAE;Cassino;1;Yes;In Service;Yes;2025-01-01; 1,00 € ; -   € ; 128,00 € ;dic-30
GH150EW;Vivarent;PROPRIETÀ;Maxus;Delivery E9 L2H2;Furgone L2H2 (group K2);XKAE;Cassino NLT;15;Yes;A Noleggio;Yes;2025-01-01; 1,00 € ; -   € ; 128,00 € ;dic-30
GJ684TH;Vivarent;PROPRIETÀ;Maxus;Delivery E3 L1H1;Furgone L1H1 (group K1);XKAE;Cassino NLT;15;Yes;A Noleggio;Yes;2025-01-01; 1,00 € ; -   € ; 151,86 € ;dic-30
GK051CG;Vivarent;PROPRIETÀ;DR;5.0 Aut;Large Automatic (group D1);SDAR;Cassino NLT;15;Yes;In Service;Yes;2022-08-12; 1,00 € ; -   € ; 134,39 € ;dic-30
GK052CG;Vivarent;PROPRIETÀ;DR;5.0 Aut;Large Automatic (group D1);SDAR;Cassino NLT;15;Yes;A Noleggio;Yes;2022-08-12; 1,00 € ; -   € ; 134,39 € ;dic-30
